,Text,Aspect Term,Sentiment,Polarity
965,sabai janataa le meghaa aand0lana gari rawi laamichhaane daai laai paapi haru k0 kh0ra baata baahira nikaalau samaya yahi h0 .,paapi,GENERAL,1
966,dipaka daai philima k0 maatra raajaa haina saachi kai raajaa k0 b0lichha .,raajaa,GENERAL,0
967,hija samama biraaedha garane risi sara aaja thulaa thulaa kalaakaara dekhera saatha ra sapaaeta diya jasatai garekaae pitika kai suhaayana risi sara hajura le .,suhaayana,GENERAL,1
968,hija samama biraaedha garane risi sara aaja thulaa thulaa kalaakaara dekhera saatha ra sapaaeta diya jasatai garekaae pitika kai suhaayana risi sara hajura le .,biraaedha,GENERAL,1
969,"risi dhamalaa bhane k0 chhpaar0 jast0 kahile kahaannera ranga badalchha thaahaa hudainna , nikhila daai k0 prastuti dherai raamr0 laagy0 aja ✊ We supp0rt Ravi daii .",chhpaar0,GENERAL,1
970,"risi dhamalaa bhane k0 chhpaar0 jast0 kahile kahaannera ranga badalchha thaahaa hudainna , nikhila daai k0 prastuti dherai raamr0 laagy0 aja ✊ We supp0rt Ravi daii .",raamr0 laagy0,GENERAL,0
971,"risi dhamalaa bhane k0 chhpaar0 jast0 kahile kahaannera ranga badalchha thaahaa hudainna , nikhila daai k0 prastuti dherai raamr0 laagy0 aja ✊ We supp0rt Ravi daii .",supp0rt,GENERAL,0
972,nikhila upreti jyu le b0lnubhae k0 kuraa sabai le bujhnu jaruri chha ekadamai gambhira kuraa garnubhay0 !,gambhira,GENERAL,0
973,nikhila upreti k0 phyaana sabai yataa .,phyaana,GENERAL,0
974,rabi sara k0 samarthana maa rahanubhae kaa haru yataa haajira hunuh0laa ✊✊✊ pudaasaini k0 srimati le dabaaba maa muddhaa haale k0 ra aja muddhaa phirtaa line bhanne kuraa haru pani midiyaa maa ae k0 chha hai .,samarthana,GENERAL,0
975,jahaan samma rabi sara lagaayata sabai janaa sa-sammaana bh0li rihaai hunuhunechha .,sa-sammaana,GENERAL,0
976,sabai barista harulaai dherai dherai dhanne waada rabi k0 saatha diya k0 maa aja aja dherai khusi ke maa bhandaa risi ji pani ayara b0lnu bhay0 dherai pachhi ayara aja balla ali kati bhaya pani asa laagy0 aba rabi sara chutnu hunchha bhane .,saatha,GENERAL,0
977,sabai barista harulaai dherai dherai dhanne waada rabi k0 saatha diya k0 maa aja aja dherai khusi ke maa bhandaa risi ji pani ayara b0lnu bhay0 dherai pachhi ayara aja balla ali kati bhaya pani asa laagy0 aba rabi sara chutnu hunchha bhane .,b0lnu,GENERAL,0
978,sabai barista harulaai dherai dherai dhanne waada rabi k0 saatha diya k0 maa aja aja dherai khusi ke maa bhandaa risi ji pani ayara b0lnu bhay0 dherai pachhi ayara aja balla ali kati bhaya pani asa laagy0 aba rabi sara chutnu hunchha bhane .,asa laagy0,GENERAL,0
979,raajesa hamaala daai kataa jaanu bhaechha ?,kataa jaanu bhaechha,GENERAL,1
980,nikhila uparedi b0lnubhae k0 saarai mana pary0 .,mana pary0,GENERAL,0
981,dipaka ji sahi kuraa garnu bhay0 rawi nird0sa chhana .,sahi kuraa garnu,GENERAL,0
982,risi le pani sap0ta gary0 G00d .,sap0ta gary0 G00d,GENERAL,0
983,sudhaarnu bhaechha aja risi dhamaalaa le aphn0 baani .,sudhaarnu bhaechha,GENERAL,0
984,raajya k0 saputa eu taa sachchaa patrakaara risi dhamalaa k0 y0 abaaja k0 laagi dhanyawaada .,saputa,GENERAL,0
985,raajya k0 saputa eu taa sachchaa patrakaara risi dhamalaa k0 y0 abaaja k0 laagi dhanyawaada .,dhanyawaada,GENERAL,0
986,kuna ghaansa h0 prasna s0dhne d0si le nyaae paaunu parchha re !,ghaansa,GENERAL,1
987,h0 ma chhu rabi sara k0 samarthana maa jaya rabi sara rabi sara rihaa hunuparchha .,samarthana,GENERAL,0
988,asaa chha malaai bh0li k0 khusi k0 dina hunechha kina ki bh0li rabi sara rihaa hunuhunchha k0 k0 hunu hunchha .,khusi,GENERAL,0
989,sarakaara rabi hiraa h0 belai maa chinnu h0laa .,hiraa,GENERAL,0
990,rabi laamichhaane k0 abilambha sasammaana rihaai h0s .,sasammaana rihaai h0s,GENERAL,0
991,uni nird0sa chhan bhanne maa 1००% dhukka chhu .,nird0sa chhan,GENERAL,0
992,dipaka giri sara k0 kuraa le saachai mana chh0y0 .,mana chh0y0,GENERAL,0
993,sahi kuraa b0lnubh0 sara le. ... . ?,sahi kuraa,GENERAL,0
994,"jaya rawi , risi dhamalaa le rawi sara k0 khulera sap0ta gare k0 maa dhanyawaada .",dhanyawaada,GENERAL,0
995,"jaya rawi , risi dhamalaa le rawi sara k0 khulera sap0ta gare k0 maa dhanyawaada .",jaya,GENERAL,0
996,ya risi dhamalaa jati sap0rta garnu parthewa teti garenau kina ?,teti garenau,GENERAL,1
997,kina baarambaara ty0 bhaairasa prachanda k0 dalaala dila nisaani magaralaai b0laai antarabaartaa gareu ?,bhaairasa,GENERAL,1
998,kina baarambaara ty0 bhaairasa prachanda k0 dalaala dila nisaani magaralaai b0laai antarabaartaa gareu ?,dalaala,GENERAL,1
999,timi aphai prachanda kaa dalaala hau .,dalaala,GENERAL,1
1000,G00d risi dhamalaa sara haami sadhai satya k0 paksaa maa hidhnu jarura chha .,G00d,GENERAL,0
1001,risi le aja ksati rabi k0 sap0ta garera lyaaechha .,sap0ta,GENERAL,0
1002,@ je h0sa khusilaagy0 .,khusilaagy0,GENERAL,0
1003,y0 dhamalaa le kina khuttaa kherlenkherlena garaae k0 h0laa .,kherlenkherlena,GENERAL,1
1004,haawaa patrakaara risi dhamalaa h0 🤣🤣🤣 .,haawaa patrakaara,GENERAL,1
1005,"y0 risi dhamalaa daakaa h0 kast0 halkaa tarka garchha mulaa le , y0 dalaala h0 , y0 kepi a0li ra prachanda k0 chamchaa maatrai h0ina bhaarata k0 gulaama h0 .",chamchaa,GENERAL,1
1006,"y0 risi dhamalaa daakaa h0 kast0 halkaa tarka garchha mulaa le , y0 dalaala h0 , y0 kepi a0li ra prachanda k0 chamchaa maatrai h0ina bhaarata k0 gulaama h0 .",gulaama,GENERAL,1
1007,"y0 risi dhamalaa daakaa h0 kast0 halkaa tarka garchha mulaa le , y0 dalaala h0 , y0 kepi a0li ra prachanda k0 chamchaa maatrai h0ina bhaarata k0 gulaama h0 .",dalaala,GENERAL,1
1008,"luti lyaae kaa chhana , bhuti khaae kaa chhna ch0ra haru .",ch0ra,GENERAL,1
1009,Rishi Dhamala Ley Aaja Chai Sahi Kura Gary0 Yrrr 195० K0 Barema .,Sahi Kura Gary0,GENERAL,0
1010,y0 dhamlaa kuraa maatra thul0 paati k0 juth0 khaayara b0lchha .,juth0,GENERAL,1
1011,"y0 kaale laai kasa le banaay0 hau patrakaara , eutaa prasna s0dhne pani kalaa chhaina .",kaale,GENERAL,1
1012,"y0 kaale laai kasa le banaay0 hau patrakaara , eutaa prasna s0dhne pani kalaa chhaina .",kalaa chhaina,GENERAL,1
1013,y0 risi k0 naaka k0 daadi bhaachnu parchha 1 kar0da chhuttiyaara y0 bhrastaachaari h0 .,bhrastaachaari,GENERAL,1
1014,sabai k0 2 / 4 wataa gapha diera chiyaa khaane baani basisaky0 daa. ke. si k0 pani chiyaa gapha maatrai h0 dhamalaa k0 ta kurai nagarau .,chiyaa gapha,GENERAL,1
1015,sabai k0 2 / 4 wataa gapha diera chiyaa khaane baani basisaky0 daa. ke. si k0 pani chiyaa gapha maatrai h0 dhamalaa k0 ta kurai nagarau .,kurai nagarau,GENERAL,1
1016,"haawaa maa baaelchha yaae trarisi phataahaa , , kaama chhaina .",phataahaa,GENERAL,1
1017,pi echa di daaktara sumga esa ela si phela arkaa k0 ghara maa bhaata pakaaune n0kara kaagataa le patrukaara indiyana dalaala netaa k0 chamachaa le bahasa gare k0 suhaaundaina .,indiyana dalaala,GENERAL,1
1018,pi echa di daaktara sumga esa ela si phela arkaa k0 ghara maa bhaata pakaaune n0kara kaagataa le patrukaara indiyana dalaala netaa k0 chamachaa le bahasa gare k0 suhaaundaina .,n0kara kaagataa,GENERAL,1
1019,pi echa di daaktara sumga esa ela si phela arkaa k0 ghara maa bhaata pakaaune n0kara kaagataa le patrukaara indiyana dalaala netaa k0 chamachaa le bahasa gare k0 suhaaundaina .,chamachaa,GENERAL,1
1020,kyaanadaa nepaala k0 pr0st0taa khuba mai hu bhanne khaal k0 chha .,mai hu,GENERAL,1
1021,surendra sara prati mer0 namana chha sadhai desa k0 baare maa b0lnu hunchha janataa laai sacheta banaaunu hunchha .,namana chha,GENERAL,0
1022,risi dhamaalaa chaahin bhrasta dalaala ch0ra netaa haru k0 chamche h0 .,chamche,GENERAL,1
1023,daa : jast0 bidhwaana sanga y0 prachande k0 jh0le laai kina raakhyaa han .,jh0le,GENERAL,1
1024,y0 jh0le laai daa. surendra kesi saॅga raakhera ke garyaa h0 .,jh0le,GENERAL,1
1025,surendra sara k0 kuraa 100% sahi h0 .,sahi h0,GENERAL,0
1026,y0 risi kukura kuya k0 netaa haru taal0 h0 y0 .,kukura kuya k0 netaa haru taal0,GENERAL,1
1027,y0 dhamalaa ta prachanda k0 jhut0 khaane desa dr0hi h0 .,desa dr0hi,GENERAL,1
1028,"srasi jh0le , b0lne maatra h0 , .",jh0le,GENERAL,1
1029,dhamalaa laataa le kesi k0 wyumga bujhep0 .,laataa,GENERAL,1
1030,kiraa k0 chheu maa basna suhaaena kesi sara laai .,kiraa,GENERAL,1
1031,jas le je bhane pani risi dhamaalaa bhane k0 patraakaaritaa maa legend nai h0 bahasa garne ksamataa ra taarkika ksamataa bhaye k0 le maatra bahasa garnu natra k0i laai pani thaaum k0 thaanu lagaaune ksamataa risi dhamalaa k0 chha .,legend,GENERAL,0
1032,y0 khaate laai kasai le naaka bhaachnegari haanna jantaa herna chaahaanchhana .,khaate,GENERAL,1
1033,dhamalaa jast0 pita patrakaara garne nepaala maa aru k0hi chhaina j0 paawara maa pugchha tyasa k0 puchchhara banera hidchha ra jaagira j0gaauchha .,pita patrakaara,GENERAL,1
1034,"dhamalaa jast0 jaanne ta y0 desa maa k0hi pani chhaina , , , , h0laa .",jaanne,GENERAL,1
1035,surendra kesi thika h0 tara dhamalaa k0 phuryaai kesi k0 .,thika h0,GENERAL,0
1036,surendra kesi thika h0 tara dhamalaa k0 phuryaai kesi k0 .,phuryaai,GENERAL,1
1037,"dhamalaa chhi , laacha kati nabhakaae maanchhe haae .",laacha,GENERAL,1
1038,e patrukaara herne k0 bhida ra dhamalaa maathi hamalaa bhae k0 tatkaala pramaana chaahiy0 yasari nai jhukyaaune laai h0 pita patrakaaritaa bhanne patrukaara mah0daya .,pita patrakaaritaa,GENERAL,1
1039,yastaa patrakaara laai hataaunu parchha y0 ke si pani gaphadi maatra h0 tara y0 patrakaara bhaarata k0 puchchhara h0 ghusaghuse h0 y0 risi .,gaphadi,GENERAL,1
1040,yastaa patrakaara laai hataaunu parchha y0 ke si pani gaphadi maatra h0 tara y0 patrakaara bhaarata k0 puchchhara h0 ghusaghuse h0 y0 risi .,ghusaghuse,GENERAL,1
1041,yastaa patrakaara laai hataaunu parchha y0 ke si pani gaphadi maatra h0 tara y0 patrakaara bhaarata k0 puchchhara h0 ghusaghuse h0 y0 risi .,puchchhara,GENERAL,1
1042,yastaa patrakaara laai hataaunu parchha y0 ke si pani gaphadi maatra h0 tara y0 patrakaara bhaarata k0 puchchhara h0 ghusaghuse h0 y0 risi .,hataaunu parchha,GENERAL,1
1043,h0ina akhira sabai janaa risi dhamalaa laai kina gaali garchhan sakchhau bhane dhamalaa le garne kaama timaaru garera dekhaa0ta ghaansa h0 k0thaa maa basera c0mment garera hunchha ?,ghaansa,GENERAL,1
1044,"ma laai raastrapati banaaunusa na ani ke hunchha hernus , yastaa likhe raastrapati bhaera hunchha .",likhe,GENERAL,1
1045,dherai raamr0 laagy0 daa. ke. si k0 y0 statementa waa waa .,raamr0 laagy0,GENERAL,0
1046,surendra jast0 maanchhe chamache k0 agaadi dalaala jast0 haas0 mana parena .,chamache,GENERAL,1
1047,surendra jast0 maanchhe chamache k0 agaadi dalaala jast0 haas0 mana parena .,dalaala,GENERAL,1
1048,saluta chha Dr surendra kesi sara laai .,saluta,GENERAL,0
1049,risi dhamalaa indiyana k0 dalaali h0 bhaarata sanga r0tiweti sambandha timi jast0 indiyaa k0 bhakta laai maatrai phaaidaa bhae k0 chha ni .,dalaali,GENERAL,1
1050,risi ji le baliy0 0ta linu bhayachh .,0ta linu bhayachh,GENERAL,0
1051,y0 duwai janaa raajaa k0 bharaute jh0le h0 .,bharaute jh0le,GENERAL,1
1052,jh0le haru kaama chhaina bithaa maa wibhinna kuraa garchhana yaara bithaa maa paar0 taatine gari .,paar0 taatine,GENERAL,1
1053,jh0le haru kaama chhaina bithaa maa wibhinna kuraa garchhana yaara bithaa maa paar0 taatine gari .,jh0le,GENERAL,1
1054,itahari k0 meyara k0 sahi chha .,sahi chha,GENERAL,0
1055,bhaarata k0 bhaate jast0 laagy0 y0 dhamaal0 .,bhaate,GENERAL,1
1056,sabai jaana haawaa haawaa gapha garera baschhan muji haru .,haawaa haawaa gapha,GENERAL,1
1057,saathi h0 y0 risi k0 interview kasai le naherau y0 ahile k0 pradhaanamantri k0 jh0le h0 .,jh0le,GENERAL,1
1058,ani daaktara surendra kesi b0lne maatrai h0 maidaana maa niskera kaama garnu daraauchha .,daraauchha,GENERAL,1
1059,saalaa dhamalaa aphn0 maatraa bayaana garchha mai le y0 gare ty0 gare bhaaratiya dalaal .,saalaa,GENERAL,1
1060,saalaa dhamalaa aphn0 maatraa bayaana garchha mai le y0 gare ty0 gare bhaaratiya dalaal .,bhaaratiya dalaal,GENERAL,1
1061,risi dhamalaa k0 naaka k0 daadi bhaachnai parne h0 kast0 kichchaka rachha myaa kaa haraami ✊✊✌ .,kichchaka,GENERAL,1
1062,risi dhamalaa k0 naaka k0 daadi bhaachnai parne h0 kast0 kichchaka rachha myaa kaa haraami ✊✊✌ .,haraami,GENERAL,1
1063,"likhem patrakaara ॠsi dhamalaa chai h0 , , , , .",likhem,GENERAL,1
1064,bhaarata k0 dalaala nai huna dui janaa nai .,dalaala,GENERAL,1
1065,y0 daa kesi k0 pani kaama chhaina khaali al0chanaa maatraa garchha sinkaa bhaachdaina .,kaama chhaina,GENERAL,1
1066,y0 daa kesi k0 pani kaama chhaina khaali al0chanaa maatraa garchha sinkaa bhaachdaina .,sinkaa bhaachdaina,GENERAL,1
1067,y0 daa kesi k0 pani kaama chhaina khaali al0chanaa maatraa garchha sinkaa bhaachdaina .,al0chanaa,GENERAL,1
1068,"gambhira kaaehi chhaina desa ra janataakaae laagi , sawa khaaekre tara sarwaguna sampanna bhaekaae naataka garirahe kaa chhana , yini haru laai ta ramaailaae paae bhairahekaae chha .",khaaekre,GENERAL,1
1069,"gambhira kaaehi chhaina desa ra janataakaae laagi , sawa khaaekre tara sarwaguna sampanna bhaekaae naataka garirahe kaa chhana , yini haru laai ta ramaailaae paae bhairahekaae chha .",gambhira kaaehi chhaina,GENERAL,1
1070,yati k0 kadaa meyara hunu parchha .,kadaa,GENERAL,0
1071,kina ty0 pita patrakaara laai kina kasai k0 pratisthaa prati ancha aune jhut0 nyuja banaay0 kina s0dhdainau ?,pita,GENERAL,1
1072,kina ty0 pita patrakaara laai kina kasai k0 pratisthaa prati ancha aune jhut0 nyuja banaay0 kina s0dhdainau ?,jhut0 nyuja,GENERAL,1
1073,timi haru sabai patrukaara hau .,patrukaara,GENERAL,1
1074,thika bhannubhay0 meyara saahaba patrakaara mah0daya kahaa dekhnu bhay0 gariba janataa k0 sunawaai .,thika bhannubhay0,GENERAL,0
1075,meyara saahaba aba bharatacharilaai kaal0m0s0 dalana saru garanusa I m with y0u . well d0ne .,saru garanusa,GENERAL,0
1076,meyara saahaba aba bharatacharilaai kaal0m0s0 dalana saru garanusa I m with y0u . well d0ne .,kaal0m0s0 dalana,GENERAL,1
1077,meyara saahaba aba bharatacharilaai kaal0m0s0 dalana saru garanusa I m with y0u . well d0ne .,well d0ne,GENERAL,0
1078,dherai raamr0 maanchhe h0 mantri bannuparchha .,raamr0 maanchhe,GENERAL,0
1079,meyara is great I ' m with y0u supper n 0pen cheleng .,great,GENERAL,0
1080,dwaari kaa laala eka utkaristha janapratinidhi huna una le je b0le je gare sahi gare .,utkaristha,GENERAL,0
1081,dwaari kaa laala eka utkaristha janapratinidhi huna una le je b0le je gare sahi gare .,sahi gare,GENERAL,0
1082,100% sahi hununchha haamr0 meyara jiu .,sahi,GENERAL,0
1083,salaama chha dwaarikaalaala chaudhari meyara jyu hajura jast0 sabai thaau maa meyara k0 khaach0 chha satapratisata sahi hunu hunchha meyara jyu .,salaama,GENERAL,0
1084,salaama chha dwaarikaalaala chaudhari meyara jyu hajura jast0 sabai thaau maa meyara k0 khaach0 chha satapratisata sahi hunu hunchha meyara jyu .,satapratisata sahi,GENERAL,0
1085,ma meera saaba laai saluta garchhu tapaai jast0 hajaarau meera k0 khaach0 chha patrakaara bhane k0 saba paisaa maa bikne khaale hun .,saluta garchhu,GENERAL,0
1086,ma meera saaba laai saluta garchhu tapaai jast0 hajaarau meera k0 khaach0 chha patrakaara bhane k0 saba paisaa maa bikne khaale hun .,paisaa maa bikne,GENERAL,1
1087,bhrastaachaarikaae saataae udaaidinusa meyara jyu sampurna janataakaae saatha awasya rahanchha .,saatha,GENERAL,0
1088,bhumiputra k0 chh0raa h0ni ta chaudhari saaheba .,bhumiputra k0 chh0raa,GENERAL,0
1089,th0di jhuse luteraa bhrastaachaari naslabaadi jhuse haru h0ra ?,jhuse luteraa bhrastaachaari naslabaadi jhuse,GENERAL,1
1090,ma ta dwarikaa laala chaudhari k0 phyaana nai bhae lajaa je parlaa parlaa .,phyaana nai bhae,GENERAL,0
1091,meyara ta maanchhe ekadama saahasi raichhana maanchhe .,saahasi,GENERAL,0
1092,yi budaa k0 sabai bhidiy0 herisake saachchi kai pradhaanamantri bannu parne rahechha .,pradhaanamantri bannu parne,GENERAL,0
1093,kaantipura nyuja bhaarati dalaala h0 tyasa le prasaarana gare k0 samaachaara k0 kunai auchitya laagdaina .,auchitya laagdaina,GENERAL,1
1094,kaantipura nyuja bhaarati dalaala h0 tyasa le prasaarana gare k0 samaachaara k0 kunai auchitya laagdaina .,dalaala,GENERAL,1
1095,tara meyara k0 dila safa chha.. ... .,dila safa,GENERAL,0
1096,100 % meyara sahi chha.. .. Sabai le thaaru k0 x0ra vanera pada baata nikaalaa garnalai anekau raaj lilaa gariracha .. tara pani meyara ji pachhi hatek0 6aina ... Great j0b meyara ji. ... . .,sahi,GENERAL,0
1097,100 % meyara sahi chha.. .. Sabai le thaaru k0 x0ra vanera pada baata nikaalaa garnalai anekau raaj lilaa gariracha .. tara pani meyara ji pachhi hatek0 6aina ... Great j0b meyara ji. ... . .,Great j0b,GENERAL,0
1098,aaphu laai sera thaanera prastuta hunchhana khaali judhaaune kaama garchha .,judhaaune kaama garchha,GENERAL,1
1099,chaatukaara ra patrukaara jastaa naalaayaka haru k0 naaka k0 daandi bhaanchnu parchha .,naalaayaka,GENERAL,1
1100,j0k0hi h0sa bhasta laai chh0dnu hudaina meyara k0 nirnaya sahi chha .,nirnaya sahi chha,GENERAL,0
1101,bichalita haru k0 atmaa maa dherai ch0ta pare k0 rahechha itahari k0 miyara k0 kaanuna prati tini haru laai kaarbahi garnu parchha badhaai chha miyara sara .,badhaai,GENERAL,0
1102,jaba aphulaai galti gare k0 mahasusa nai chhaina bhane kina maphi magnu ni Y0u are great .,Y0u are great,GENERAL,0
1103,meyara saaba sahi chhana .,sahi chhana,GENERAL,0
1104,"kadaa rahichhana budhaa , , , kuraa sahi laagyaae .",kuraa sahi laagyaae,GENERAL,0
1105,itahari kaa meyara le bhrastaachaari kaa sumraksaka paksap0saka bhatuwaa patrakaara haru laai l0paaridinchhu bhandaa chai kaanuna haata maa lie k0 hune ?,bhatuwaa,GENERAL,1
1106,yaae interview line patrukaara laai pani parita patrukaara ghaaesanaa gara .,parita patrukaara,GENERAL,1
1107,raamr0 bichaara meyara saaba .,raamr0 bichaara,GENERAL,0
1108,gautama budda sadhai janmidainana waalaa laaina le mana chh0y0 .,mana chh0y0,GENERAL,0
1109,satya b0lnu bhay0 keep it up .,satya b0lnu bhay0 keep it up,GENERAL,0
1110,meyara jyu yast0 patrakaara laai ta naaka k0 daari maatra haina tyasa k0 ty0 jataa bhaabi lekhne haata pani kaatnu parchha salaama chha hajura laai desa k0 dhamiraa haru laai nasta garna parchha aba jana phesalaa huna aika dama jaruri chha.. ... .. !,salaama,GENERAL,0
1111,meyara jyu yast0 patrakaara laai ta naaka k0 daari maatra haina tyasa k0 ty0 jataa bhaabi lekhne haata pani kaatnu parchha salaama chha hajura laai desa k0 dhamiraa haru laai nasta garna parchha aba jana phesalaa huna aika dama jaruri chha.. ... .. !,dhamiraa,GENERAL,1
1112,mehara sara mantri h0s bhanna chaahane haru sabai yataa haajira hau ?,mantri h0s,GENERAL,0
1113,"desa le chaahe k0 meyara yast0 hunuparchha desa kaa nagara , gaaun maa yastai meyara k0 awasyakataa chha .",yast0 hunuparchha,GENERAL,0
1114,"desa le chaahe k0 meyara yast0 hunuparchha desa kaa nagara , gaaun maa yastai meyara k0 awasyakataa chha .",awasyakataa,GENERAL,0
1115,meyara ji jindawaada meyara k0 nayaa interview update paauna yasa nepali 0nline channel laai subscribe garnusa .,jindawaada,GENERAL,0
1116,kuraa ta sahi chha bharstchaara birudda yastai maanchhe chaahinchha .,sahi chha,GENERAL,0
1117,dwaarikaalaala chaudhari meyara saaba dhakamagaaunu hudaina haami tapaai k0 saatha chhau tapaaim alikati pani hat0tsaahita hunu hudaina y0 haamr0 sujhaaba chha .,saatha chhau,GENERAL,0
1118,sidhaa kuraa janataa saga herdaa alikati galata niyata bhae jast0 laage k0 thiy0e tara yaae kaaryakrama herera spasta bhayaae hajura raamr0 wichaara spasta waktaa hunuhudaae raichha ️ ️ ️ ️ ️ ️ .,galata niyata,GENERAL,1
1119,sidhaa kuraa janataa saga herdaa alikati galata niyata bhae jast0 laage k0 thiy0e tara yaae kaaryakrama herera spasta bhayaae hajura raamr0 wichaara spasta waktaa hunuhudaae raichha ️ ️ ️ ️ ️ ️ .,raamr0 wichaara spasta waktaa,GENERAL,0
1120,yast0 anta bhaa k0 janapratinidhi laai salaama tapaaim k0 paksa maa 3 kar0da janataa chhan .,salaama,GENERAL,0
1121,yast0 meyara jyu k0 hareka chhetra maa awasyaka chha .,awasyaka chha,GENERAL,0
1122,salaama chha hajura laai .,salaama,GENERAL,0
1123,sabai k0 saatha chha .,saatha chha,GENERAL,0
1124,rabi sara ekadama raamr0 patrakaara h0 100% tara y0 meyara pani naraamr0 h0 jast0 ma laai laagdaina .,raamr0,GENERAL,0
1125,rabi sara ekadama raamr0 patrakaara h0 100% tara y0 meyara pani naraamr0 h0 jast0 ma laai laagdaina .,laagdaina,GENERAL,0
1126,yast0 raamr0 s0cha sabai k0 bhae aja desa nikkai maathi hunthy0 ( kisaana k0 chh0raa k0daal0 khanera khaanchhu ) s0cha .,raamr0 s0cha,GENERAL,0
1127,meyara jyu tapaaim k0 s0chaai raamr0 chha hjura y0 desa k0 pradhaana mantri hunu parth0 .,s0chaai raam,GENERAL,0
1128,"sahi kuraae , yadi talaba kama bhayaae bhane jaagira chhaaednusa byaapaara garnusa .",sahi kuraae,GENERAL,0
1129,yast0 meyara sabai tira hunuparne ✊✊✊✊ .,✊✊✊✊,GENERAL,0
1130,#meyarak0 kaama pani raamr0 chha b0lne tarikaa alika thaad0 chha tara rabi laamichhaane laai d0sa dekhaaunu bhane k0 murkhataa h0 haala ahile samma k0 patrakaaritaa k0 itihaasa maa nepaala maa rabi ji le jati y0gadaana aru kasai le gare k0 chhaina #jaya desa jaya nepaala .,raamr0 chha,GENERAL,0
